
Predictions(GD) 	 Predictions(C) 	 True Value
3.03141			 3.21693			 3.349
2.30085			 2.35693			 2.3997
2.50822			 2.22815			 2.25626
2.79425			 2.76126			 2.84367
2.5832			 2.53875			 2.52166
2.70533			 3.02156			 3.17845
2.19321			 2.01502			 2.14767
2.42086			 2.33029			 2.23662
3.08285			 3.29198			 3.28226
3.03025			 3.0473			 3.11676
3.35377			 3.52243			 3.51966
2.96978			 3.00828			 3.03907
2.69819			 2.51112			 2.52086
2.69999			 3.04314			 3.09529
2.88654			 2.83601			 2.80168
2.88271			 2.8884			 2.86482
2.40573			 2.30862			 2.29815
3.34892			 3.22382			 3.26584
2.62365			 2.74802			 2.84044
2.97456			 3.52103			 3.56219
2.39312			 2.20444			 2.29917
3.31383			 3.72369			 3.77782
2.83064			 2.74781			 2.83377
3.75361			 4.24383			 4.30183
2.93159			 3.02409			 3.02419
3.24172			 3.43536			 3.46009
2.80804			 2.54553			 2.60982
3.05346			 2.95173			 2.98143
2.71655			 2.76623			 2.76586
2.28932			 1.81592			 1.59249
2.44703			 2.57539			 2.59549
2.97476			 2.82865			 2.65705
2.81539			 3.17862			 3.177
3.53998			 3.97847			 3.90048
2.59756			 2.54395			 2.36771
3.48909			 3.65254			 3.46949
3.20071			 3.63586			 3.61853
1.94275			 1.6468			 1.66862
3.04087			 3.15725			 3.12787
3.07479			 3.34264			 3.50436
3.81668			 4.08346			 4.19398
3.5288			 3.96402			 3.89081
2.17033			 2.11295			 2.06956
2.44519			 2.41007			 2.38584
2.8865			 2.73003			 2.69558
3.09342			 2.97929			 2.89928
3.11253			 3.24961			 3.29383
2.59245			 2.37546			 2.4395
1.80703			 1.2661			 1.27099
2.55786			 2.44826			 2.40559
2.31865			 2.05683			 2.02231
3.10091			 3.22001			 3.19144
2.0497			 1.58955			 1.76609
2.48246			 2.05767			 2.07667
2.30957			 2.37962			 2.42827
2.88872			 3.04807			 2.90819
3.33121			 3.69583			 3.68765
2.52686			 2.35641			 2.28086
2.36933			 2.30051			 2.23564
2.91505			 2.86759			 2.77077
3.17455			 3.61121			 3.49795
2.59015			 2.53361			 2.47762
2.94539			 3.04712			 2.96564
2.85591			 3.02254			 3.00644
2.9189			 3.05812			 2.91082
2.58688			 2.22689			 2.36467
2.70264			 2.67593			 2.64671
2.37427			 2.01645			 2.01891
2.58585			 2.50075			 2.46356
2.95415			 3.14384			 3.22526
2.7876			 3.0089			 2.86112
3.35294			 3.73276			 3.84503
3.1333			 3.04293			 3.07635
3.43262			 3.63228			 3.74288
2.65438			 2.67004			 2.66256
2.28066			 2.06429			 2.01065
3.39929			 3.52861			 3.59912
2.46807			 2.28582			 2.24277
3.05328			 2.91928			 2.77545
2.74224			 2.79834			 3.02898
2.83651			 3.33345			 3.46097
2.32397			 2.1181			 2.05405
2.79452			 2.69883			 2.72258
1.89569			 1.73144			 1.60419
2.68552			 2.4958			 2.5721
3.2443			 3.69698			 3.80738
2.4666			 2.63194			 2.73155
3.54843			 4.05322			 4.02809
2.25866			 2.25551			 2.2808
2.98757			 2.59973			 2.76432
2.3489			 2.24961			 2.28842
2.51833			 2.48574			 2.50772
2.76219			 2.62332			 2.5067
2.22801			 2.02739			 2.12094
2.96577			 2.92868			 3.06463
3.10342			 3.4613			 3.42474
2.57511			 2.54882			 2.68979
3.29371			 3.3389			 3.36511
2.93543			 2.86634			 2.87529
3.38894			 3.82954			 3.97345
2.38551			 2.23767			 2.30188
2.3998			 2.65265			 2.61873
3.2214			 3.64022			 3.50288
3.33737			 3.58571			 3.66911
2.43504			 2.38693			 2.41064
2.12968			 1.93791			 2.05674
2.60532			 2.50863			 2.53967
Testing loss 0.0736205
Testing accuracy 0.916771
